2017,AK,Oregon Dental Service,21989,3482,752,-1,-1,-1.00,-1,-1,-1.00,21989,SHOP (Small Group),Yes,21989,Yes
2017,AK,Premera Blue Cross Blue Shield of Alaska,38344,192232,12958,128,51,0.40,-1,-1,-1.00,38344,Individual,No,38344,Yes
2017,AK,Moda Health Plan Inc.,73836,269109,33438,-1,-1,-1.00,-1,-1,-1.00,73836,-1,-1,73836,Yes
2017,AK,BEST Life and Health Insurance Company,74819,-1,-1,-1,-1,-1.00,-1,-1,-1.00,74819,Individual,Yes,74819,Yes
2017,AL,BEST Life and Health Insurance Company,12538,18,-1,-1,-1,-1.00,-1,-1,-1.00,12538,Individual,Yes,12538,Yes
2017,AL,Humana Insurance Company,44580,4540,1187,-1,-1,-1.00,-1,-1,-1.00,44580,Individual,Yes,44580,Yes
2017,AL,Blue Cross and Blue Shield of Alabama,46944,5527156,1006909,482,125,0.26,58,27,0.47,46944,SHOP (Small Group),Yes,46944,Yes
2017,AL,TRUASSURE INSURANCE COMPANY,60075,-1,-1,-1,-1,-1.00,-1,-1,-1.00,60075,Individual,Yes,60075,Yes
2017,AL,Delta Dental Insurance Company,82285,21348,10983,-1,-1,-1.00,-1,-1,-1.00,82285,SHOP (Small Group),Yes,82285,Yes
2017,AR,BEST Life and Health Insurance Company,26904,10,-1,-1,-1,-1.00,-1,-1,-1.00,26904,SHOP (Small Group),Yes,26904,Yes
2017,AR,Delta Dental Plan of Arkansas Inc.,28348,4811,1191,-1,-1,-1.00,-1,-1,-1.00,28348,Individual,Yes,28348,Yes
2017,AR,QualChoice Life & Health Insurance Company Inc.,37903,141528,80440,11,-1,-1.00,-1,-1,-1.00,37903,Individual,No,37903,Yes
2017,AR,Dentegra Insurance Company,60559,-1,-1,-1,-1,-1.00,-1,-1,-1.00,60559,Individual,Yes,60559,No
2017,AR,Celtic Insurance Company,62141,1289389,178994,55,19,0.35,-1,-1,-1.00,62141,Individual,No,62141,Yes
2017,AR,QCA Health Plan Inc.,70525,264711,62924,44,11,0.25,10,-1,-1.00,70525,Individual,No,70525,Yes
2017,AR,USAble Mutual Insurance Company,75293,4711988,738990,1331,512,0.38,15,-1,-1.00,75293,SHOP (Small Group),Yes,75293,Yes
2017,AZ,DSM USA Insurance Company Inc.,12303,1023,335,-1,-1,-1.00,-1,-1,-1.00,12303,Individual,Yes,12303,Yes
2017,AZ,Metropolitan Life Insurance Company,17100,-1,-1,-1,-1,-1.00,-1,-1,-1.00,17100,SHOP (Small Group),Yes,17100,Yes
2017,AZ,TRUASSURE INSURANCE COMPANY,24106,1428,204,-1,-1,-1.00,-1,-1,-1.00,24106,Individual,Yes,24106,Yes
2017,AZ,Arizona Dental Insurance Service Inc.,30045,24143,6471,-1,-1,-1.00,-1,-1,-1.00,30045,Individual,Yes,30045,Yes
2017,AZ,Premier Access Insurance Company,33851,6853,1138,-1,-1,-1.00,-1,-1,-1.00,33851,Individual,Yes,33851,No
2017,AZ,Educators Health Plans Life Accident and Health Inc,53613,-1,-1,-1,-1,-1.00,-1,-1,-1.00,53613,Individual,Yes,53613,Yes
2017,AZ,Blue Cross and Blue Shield of Arizona Inc.,53901,1289730,134627,561,150,0.27,44,-1,-1.00,53901,Individual,No,53901,Yes
2017,AZ,Dentegra Insurance Company,58292,2962,1660,-1,-1,-1.00,-1,-1,-1.00,58292,Individual,Yes,58292,Yes
2017,AZ,Humana Insurance Company,66105,10650,3537,-1,-1,-1.00,-1,-1,-1.00,66105,Individual,Yes,66105,Yes
2017,AZ,BEST Life and Health Insurance Company,77352,82,29,-1,-1,-1.00,-1,-1,-1.00,77352,Individual,Yes,77352,Yes
2017,AZ,Cigna Health and Life Insurance Company,86830,2451,931,11,-1,-1.00,-1,-1,-1.00,86830,Individual,Yes,86830,Yes
2017,AZ,Health Net of Arizona Inc.,91450,704480,24157,226,183,0.81,47,-1,-1.00,91450,https://ambetter.azcompletehealth.com/findadoc,Individual,91450,No
2017,DE,Delta Dental of Delaware Inc.,26018,6520,2435,-1,-1,-1.00,-1,-1,-1.00,26018,SHOP (Small Group),Yes,26018,Yes
2017,DE,Aetna Life Insurance Company,29497,35609,4577,12,-1,-1.00,-1,-1,-1.00,29497,SHOP (Small Group),No,29497,Yes
2017,DE,Aetna Health Inc. (a PA corp.),67190,29001,4057,12,-1,-1.00,-1,-1,-1.00,67190,SHOP (Small Group),No,67190,Yes
2017,DE,Dominion Dental Services Inc.,67775,172,15,16,-1,-1.00,-1,-1,-1.00,67775,SHOP (Small Group),Yes,67775,Yes
2017,DE,Highmark BCBSD Inc.,76168,1079088,200823,30,10,0.33,-1,-1,-1.00,76168,SHOP (Small Group),No,76168,Yes
2017,FL,Guardian Life Insurance Company of America,15833,29,-1,-1,-1,-1.00,-1,-1,-1.00,15833,Individual,Yes,15833,No
2017,FL,Humana Insurance Company,15980,40724,12999,-1,-1,-1.00,-1,-1,-1.00,15980,Individual,Yes,15980,Yes
2017,FL,Blue Cross and Blue Shield of Florida,16842,10297439,757920,1382,224,0.16,83,33,0.40,16842,Individual,No,16842,Yes
2017,FL,Celtic Insurance Company,21663,-1,-1,-1,-1,-1.00,-1,-1,-1.00,21663,Individual,No,21663,No
2017,FL,Florida Combined Life Insurance Company,30115,45138,14773,162,71,0.44,-1,-1,-1.00,30115,Individual,Yes,30115,Yes
2017,FL,SafeGuard Health Plans Inc. a Florida Corporation,30219,76,-1,-1,-1,-1.00,-1,-1,-1.00,30219,SHOP (Small Group),Yes,30219,No
2017,FL,Health Options Inc.,30252,2750133,234838,250,100,0.40,38,11,0.29,30252,Individual,No,30252,No
2017,FL,Humana Medical Plan Inc.,35783,2385243,613317,1153,635,0.55,246,44,0.18,35783,-1,-1,35783,No
2017,FL,TRUASSURE INSURANCE COMPANY,38897,2698,439,-1,-1,-1.00,-1,-1,-1.00,38897,-1,-1,38897,Yes
2017,FL,Solstice Benefits Inc.,43274,5167,633,-1,-1,-1.00,-1,-1,-1.00,43274,Individual,Yes,43274,Yes
2017,FL,Cigna Health and Life Insurance Company,48121,8525,2915,89,13,0.15,-1,-1,-1.00,48121,Individual,Yes,48121,Yes
2017,FL,Renaissance Life & Health Insurance Company of America,48129,5528,2286,-1,-1,-1.00,-1,-1,-1.00,48129,Individual,Yes,48129,Yes
2017,FL,Molina Healthcare of Florida Inc,54172,805433,177575,376,134,0.36,-1,-1,-1.00,54172,Individual,No,54172,No
2017,FL,Florida Health Care Plan Inc.,56503,127405,5408,35,16,0.46,-1,-1,-1.00,56503,Individual,No,56503, Flagler
2017,FL,DentaQuest of Florida Inc.,59667,3566,1136,-1,-1,-1.00,-1,-1,-1.00,59667,https://govservices.dentaquest.com/Router.jsp?component=Main&source=Logon&action=ProviderDirectory2&state=FL&locale=en,Individual,59667,Yes
2017,FL,Health First Insurance Inc.,77150,28172,5057,21,12,0.57,-1,-1,-1.00,77150,-1,-1,77150,No
2017,FL,LIBERTY Dental Plan of Florida Inc.,85019,-1,-1,-1,-1,-1.00,-1,-1,-1.00,85019,Individual,Yes,85019,No
2017,FL,Healthplex Dental Services Inc.,93299,-1,-1,-1,-1,-1.00,-1,-1,-1.00,93299,SHOP (Small Group),Yes,93299,No
2017,FL,Delta Dental Insurance Company,97725,35922,17764,-1,-1,-1.00,-1,-1,-1.00,97725,SHOP (Small Group),Yes,97725,Yes
2017,FL,Metropolitan Life Insurance Company,98534,62,-1,-1,-1,-1.00,-1,-1,-1.00,98534,SHOP (Small Group),Yes,98534,Yes
2017,FL,Dentegra Insurance Company,99787,1279,688,-1,-1,-1.00,-1,-1,-1.00,99787,Individual,Yes,99787,Yes
2017,FL,BEST Life and Health Insurance Company,17121,-1,-1,-1,-1,-1.00,-1,-1,-1.00,17121,Individual,Yes,17121,No
2017,FL,Health First Commercial Plans Inc.,36194,-1,-1,-1,-1,-1.00,-1,-1,-1.00,36194,Individual,No,36194,No
2017,FL,Argus Dental & Vision Inc,75395,-1,-1,-1,-1,-1.00,-1,-1,-1.00,75395,-1,-1,75395,Yes
2017,GA,TRUASSURE INSURANCE COMPANY,22500,1979,261,-1,-1,-1.00,-1,-1,-1.00,22500,Individual,Yes,22500,Yes
2017,GA,Dentegra Insurance Company,28167,945,515,-1,-1,-1.00,-1,-1,-1.00,28167,Individual,Yes,28167,Yes
2017,GA,Humana Insurance Company,37001,44299,12728,-1,-1,-1.00,-1,-1,-1.00,37001,Individual,Yes,37001,Yes
2017,GA,Blue Cross Blue Shield Healthcare Plan of Georgia Inc.,49046,2653593,625768,241,121,0.50,-1,-1,-1.00,49046,SHOP (Small Group),https://www.bcbsga.com/health-insurance/provider-directory/searchcriteria?alphaprefix=GAP,49046, Inc.Dental"
2017,GA,Metropolitan Life Insurance Company,55612,13,-1,-1,-1,-1.00,-1,-1,-1.00,55612,SHOP (Small Group),Yes,55612,Yes
2017,GA,Blue Cross and Blue Shield of Georgia Inc.,63411,31970,8903,19,-1,-1.00,-1,-1,-1.00,63411,-1,-1,63411,Yes
2017,GA,The Guardian Life Insurance Company,63940,38,-1,-1,-1,-1.00,-1,-1,-1.00,63940,SHOP (Small Group),Yes,63940,No
2017,GA,DSM USA Insurance Company Inc.,68806,68,21,-1,-1,-1.00,-1,-1,-1.00,68806,Individual,Yes,68806,Yes
2017,GA,Ambetter of Peach State Inc.,70893,-1,-1,-1,-1,-1.00,-1,-1,-1.00,70893,Individual,No,70893,No
2017,GA,Renaissance Life & Health Insurance Company of America,73231,12126,4939,-1,-1,-1.00,-1,-1,-1.00,73231,Individual,Yes,73231,Yes
2017,GA,BEST Life and Health Insurance Company,83502,101,65,-1,-1,-1.00,-1,-1,-1.00,83502,Individual,Yes,83502,Yes
2017,GA,Alliant Health Plans,83761,306637,86064,-1,-1,-1.00,-1,-1,-1.00,83761,Individual,No,83761,No
2017,GA,Delta Dental Insurance Company,86637,23636,10458,-1,-1,-1.00,-1,-1,-1.00,86637,SHOP (Small Group),Yes,86637,Yes
2017,GA,Dental Care Plus Inc.,86681,-1,-1,-1,-1,-1.00,-1,-1,-1.00,86681,SHOP (Small Group),Yes,86681,Yes
2017,GA,Kaiser Foundation Health Plan of Georgia,89942,69967,6825,108,44,0.41,-1,-1,-1.00,89942,SHOP (Small Group),No,89942,No
2017,GA,Humana Employers Health Plan of Georgia Inc.,93332,595781,163123,1933,978,0.51,619,122,0.20,93332,https://www.humana.com/finder/search?customerId=1059&pfpkey=758,-1,93332,No
2017,HI,BEST Life and Health Insurance Company,10046,-1,-1,-1,-1,-1.00,-1,-1,-1.00,10046,Individual,Yes,10046,Yes
2017,HI,Hawaii Medical Service Association,18350,-1,-1,-1,-1,-1.00,-1,-1,-1.00,18350,Individual,https://hmsa.com/search/providers,18350,Yes
2017,HI,Hawaii Dental Service Corporation,46082,-1,-1,-1,-1,-1.00,-1,-1,-1.00,46082,Individual,Yes,46082,Yes
2017,HI,Kaiser Foundation Health Plan Inc.,60612,-1,-1,-1,-1,-1.00,-1,-1,-1.00,60612,Individual,No,60612,Yes
2017,IA,TRUASSURE INSURANCE COMPANY,11738,-1,-1,-1,-1,-1.00,-1,-1,-1.00,11738,SHOP (Small Group),Yes,11738,Yes
2017,IA,Aetna Health of Iowa Inc.,18973,953382,150126,247,113,0.46,-1,-1,-1.00,18973,Individual,No,18973,No
2017,IA,Gundersen Health Plan Inc.,27651,883,2022,-1,-1,-1.00,-1,-1,-1.00,27651,SHOP (Small Group),No,27651,No
2017,IA,Dentegra Insurance Company,61284,771,527,-1,-1,-1.00,-1,-1,-1.00,61284,SHOP (Small Group),Yes,61284,Yes
2017,IA,Delta Dental of Iowa,63366,20196,3878,-1,-1,-1.00,-1,-1,-1.00,63366,SHOP (Small Group),Yes,63366,Yes
2017,IA,BEST Life and Health Insurance Company,71051,15,-1,-1,-1,-1.00,-1,-1,-1.00,71051,SHOP (Small Group),Yes,71051,Yes
2017,IA,Sanford Health Plan,85930,-1,-1,-1,-1,-1.00,-1,-1,-1.00,85930,SHOP (Small Group),No,85930,No
2017,IA,Medica Insurance Company,93078,-1,-1,-1,-1,-1.00,-1,-1,-1.00,93078,Individual,No,93078,Yes
2017,IA,Wellmark Value Health Plan Inc.,74406,-1,-1,-1,-1,-1.00,-1,-1,-1.00,74406,SHOP (Small Group),No,74406,No
2017,IA,Wellmark Synergy Health Inc.,87928,-1,-1,-1,-1,-1.00,-1,-1,-1.00,87928,SHOP (Small Group),No,87928,No
2017,IL,Dentegra Insurance Company,18715,2869,1706,-1,-1,-1.00,-1,-1,-1.00,18715,Individual,Yes,18715,Yes
2017,IL,Health Alliance Medical Plans Inc.,20129,551708,3996,-1,-1,-1.00,-1,-1,-1.00,20129,SHOP (Small Group),No,20129,No
2017,IL,Celtic Insurance Company,27833,-1,-1,-1,-1,-1.00,-1,-1,-1.00,27833,Individual,No,27833,No
2017,IL,Blue Cross Blue Shield of Illinois,36096,5282618,749185,945,103,0.11,17,-1,-1.00,36096,SHOP (Small Group),Yes,36096,Yes
2017,IL,DSM USA Insurance Company Inc.,45634,-1,-1,-1,-1,-1.00,-1,-1,-1.00,45634,SHOP (Small Group),Yes,45634,Yes
2017,IL,Humana Health Plan Inc.,58288,2517,791,11,-1,-1.00,-1,-1,-1.00,58288,Individual,No,58288,No
2017,IL,Delta Dental of Illinois,60600,11322,2310,22,10,0.45,-1,-1,-1.00,60600,SHOP (Small Group),Yes,60600,Yes
2017,IL,Humana Insurance Company,68303,14051,3571,16,13,0.81,-1,-1,-1.00,68303,Individual,Yes,68303,Yes
2017,IL,Metropolitan Life Insurance Company,83350,321,40,-1,-1,-1.00,-1,-1,-1.00,83350,SHOP (Small Group),Yes,83350,Yes
2017,IL,BEST Life and Health Insurance Company,84033,-1,-1,-1,-1,-1.00,-1,-1,-1.00,84033,Individual,Yes,84033,Yes
2017,IL,The Guardian Life Insurance Company,85099,-1,-1,-1,-1,-1.00,-1,-1,-1.00,85099,SHOP (Small Group),Yes,85099,No
2017,IL,First Commonwealth Insurance Company,87304,9671,2260,-1,-1,-1.00,-1,-1,-1.00,87304,SHOP (Small Group),Yes,87304,No
2017,IL,Cigna HealthCare of Illinois Inc.,53882,-1,-1,-1,-1,-1.00,-1,-1,-1.00,53882,Individual,No,53882,No
2017,IL,Dental Care Plus Inc.,80839,-1,-1,-1,-1,-1.00,-1,-1,-1.00,80839,SHOP (Small Group),Yes,80839,Yes
2017,IN,Anthem Ins Companies Inc(Anthem BCBS),17575,3951756,858990,547,82,0.15,-1,-1,-1.00,17575,SHOP (Small Group),https://www.anthem.com/health-insurance/provider-directory/searchcriteria?brand=abcbs,17575,Yes
2017,IN,Delta Dental Plan of Indiana Inc.,28856,-1,-1,-1,-1,-1.00,-1,-1,-1.00,28856,SHOP (Small Group),Yes,28856,Yes
2017,IN,CareSource Indiana Inc.,54192,203819,65469,730,529,0.72,-1,-1,-1.00,54192,Individual,No,54192,Yes
